날짜,업종,수요량(MJ),기온(°C),조업여부,요일
2023-12-29,섬유·의류,1579.5,7.4,조업,금
2023-12-30,섬유·의류,482.6,5.5,휴무,토
2023-12-31,섬유·의류,497.9,7.6,휴무,일
2024-01-01,섬유·의류,1648.6,3.6,조업,월
2024-01-02,섬유·의류,1751.3,2.6,조업,화
2024-01-03,섬유·의류,1653.7,5.4,조업,수
2024-01-04,섬유·의류,1677.8,4.6,조업,목
2024-01-05,섬유·의류,1742.6,2.9,조업,금
2024-01-06,섬유·의류,496.8,4.0,휴무,토
2024-01-07,섬유·의류,517.3,5.2,휴무,일
2024-01-08,섬유·의류,1677.7,5.5,조업,월
2024-01-09,섬유·의류,1825.0,4.5,조업,화
2024-01-10,섬유·의류,1728.0,8.2,조업,수
2024-01-11,섬유·의류,1699.7,4.4,조업,목
2024-01-12,섬유·의류,1621.9,3.1,조업,금
2024-01-13,섬유·의류,508.6,6.5,휴무,토
2024-01-14,섬유·의류,531.0,7.7,휴무,일
2024-01-15,섬유·의류,1665.1,7.6,조업,월
2024-01-16,섬유·의류,1607.6,5.4,조업,화
2024-01-17,섬유·의류,1673.7,5.9,조업,수
2024-01-18,섬유·의류,1654.6,4.4,조업,목
2024-01-19,섬유·의류,1792.0,4.8,조업,금
2024-01-20,섬유·의류,498.9,8.6,휴무,토
2024-01-21,섬유·의류,568.3,5.1,휴무,일
2024-01-22,섬유·의류,1544.4,8.1,조업,월
2024-01-23,섬유·의류,1573.4,5.5,조업,화
2024-01-24,섬유·의류,1634.9,1.1,조업,수
2024-01-25,섬유·의류,1539.3,6.3,조업,목
2024-01-26,섬유·의류,1526.7,7.3,조업,금
2024-01-27,섬유·의류,502.3,3.3,휴무,토
2024-01-28,섬유·의류,498.0,6.4,휴무,일
2024-01-29,섬유·의류,1636.2,2.6,조업,월
2024-01-30,섬유·의류,1704.4,5.1,조업,화
2024-01-31,섬유·의류,1581.9,8.0,조업,수
2024-02-01,섬유·의류,1531.3,10.3,조업,목
2024-02-02,섬유·의류,1533.2,6.0,조업,금
2024-02-03,섬유·의류,447.2,8.5,휴무,토
2024-02-04,섬유·의류,427.9,4.9,휴무,일
2024-02-05,섬유·의류,1599.8,9.6,조업,월
2024-02-06,섬유·의류,1523.5,11.2,조업,화
2024-02-07,섬유·의류,1531.3,9.2,조업,수
2024-02-08,섬유·의류,1659.1,9.5,조업,목
2024-02-09,섬유·의류,1486.5,7.6,조업,금
2024-02-10,섬유·의류,483.8,7.1,휴무,토
2024-02-11,섬유·의류,462.7,1.9,휴무,일
2024-02-12,섬유·의류,1552.0,9.8,조업,월
2024-02-13,섬유·의류,1601.1,8.3,조업,화
2024-02-14,섬유·의류,1598.0,8.7,조업,수
2024-02-15,섬유·의류,1567.4,7.2,조업,목
2024-02-16,섬유·의류,1582.2,7.8,조업,금
2024-02-17,섬유·의류,420.5,5.3,휴무,토
2024-02-18,섬유·의류,476.9,7.6,휴무,일
2024-02-19,섬유·의류,1555.2,9.9,조업,월
2024-02-20,섬유·의류,1649.8,6.9,조업,화
2024-02-21,섬유·의류,1589.3,4.9,조업,수
2024-02-22,섬유·의류,1492.7,3.1,조업,목
2024-02-23,섬유·의류,1690.3,8.7,조업,금
2024-02-24,섬유·의류,503.6,2.9,휴무,토
2024-02-25,섬유·의류,468.5,7.1,휴무,일
2024-02-26,섬유·의류,1625.0,7.7,조업,월
2024-02-27,섬유·의류,1669.4,9.8,조업,화
2024-02-28,섬유·의류,1675.4,7.7,조업,수
2024-02-29,섬유·의류,1550.9,9.6,조업,목
2024-03-01,섬유·의류,1215.4,11.0,조업,금
2024-03-02,섬유·의류,403.5,10.9,휴무,토
2024-03-03,섬유·의류,405.2,11.5,휴무,일
2024-03-04,섬유·의류,1328.6,15.0,조업,월
2024-03-05,섬유·의류,1227.2,14.9,조업,화
2024-03-06,섬유·의류,1220.3,11.6,조업,수
2024-03-07,섬유·의류,1341.5,12.9,조업,목
2024-03-08,섬유·의류,1370.2,9.2,조업,금
2024-03-09,섬유·의류,403.2,12.2,휴무,토
2024-03-10,섬유·의류,423.5,14.5,휴무,일
2024-03-11,섬유·의류,1335.9,15.3,조업,월
2024-03-12,섬유·의류,1274.2,11.3,조업,화
2024-03-13,섬유·의류,1348.7,13.3,조업,수
2024-03-14,섬유·의류,1242.5,10.5,조업,목
2024-03-15,섬유·의류,1481.1,11.7,조업,금
2024-03-16,섬유·의류,385.6,13.1,휴무,토
2024-03-17,섬유·의류,373.9,9.9,휴무,일
2024-03-18,섬유·의류,1365.2,11.9,조업,월
2024-03-19,섬유·의류,1429.8,12.4,조업,화
2024-03-20,섬유·의류,1329.7,14.8,조업,수
2024-03-21,섬유·의류,1452.1,14.4,조업,목
2024-03-22,섬유·의류,1319.5,14.0,조업,금
2024-03-23,섬유·의류,426.2,10.5,휴무,토
2024-03-24,섬유·의류,391.3,10.3,휴무,일
2024-03-25,섬유·의류,1353.9,13.8,조업,월
2024-03-26,섬유·의류,1382.5,10.5,조업,화
2024-03-27,섬유·의류,1308.3,10.8,조업,수
2024-03-28,섬유·의류,1237.0,11.1,조업,목
2024-03-29,섬유·의류,1335.8,12.1,조업,금
2024-03-30,섬유·의류,401.9,12.9,휴무,토
2024-03-31,섬유·의류,444.6,12.9,휴무,일
2024-04-01,섬유·의류,1153.3,22.7,조업,월
2024-04-02,섬유·의류,1166.2,17.0,조업,화
2024-04-03,섬유·의류,1173.5,17.7,조업,수
2024-04-04,섬유·의류,1191.5,21.3,조업,목
2024-04-05,섬유·의류,1235.7,20.8,조업,금
2024-04-06,섬유·의류,360.0,20.8,휴무,토
2024-04-07,섬유·의류,357.3,17.8,휴무,일
2024-04-08,섬유·의류,1310.9,16.8,조업,월
2024-04-09,섬유·의류,1123.8,18.3,조업,화
2024-04-10,섬유·의류,1185.6,20.6,조업,수
2024-04-11,섬유·의류,1159.5,22.1,조업,목
2024-04-12,섬유·의류,1207.0,20.9,조업,금
2024-04-13,섬유·의류,348.6,18.7,휴무,토
2024-04-14,섬유·의류,354.1,19.7,휴무,일
2024-04-15,섬유·의류,1236.8,19.0,조업,월
2024-04-16,섬유·의류,1203.4,23.6,조업,화
2024-04-17,섬유·의류,1219.0,21.9,조업,수
2024-04-18,섬유·의류,1176.1,20.7,조업,목
2024-04-19,섬유·의류,1175.0,23.8,조업,금
2024-04-20,섬유·의류,366.1,21.0,휴무,토
2024-04-21,섬유·의류,347.0,21.0,휴무,일
2024-04-22,섬유·의류,1278.8,20.7,조업,월
2024-04-23,섬유·의류,1173.2,17.7,조업,화
2024-04-24,섬유·의류,1194.6,18.1,조업,수
2024-04-25,섬유·의류,1186.5,22.6,조업,목
2024-04-26,섬유·의류,1248.9,19.8,조업,금
2024-04-27,섬유·의류,365.0,27.1,휴무,토
2024-04-28,섬유·의류,356.6,23.2,휴무,일
2024-04-29,섬유·의류,1250.9,22.6,조업,월
2024-04-30,섬유·의류,1296.1,21.1,조업,화
2024-05-01,섬유·의류,1288.0,29.0,조업,수
2024-05-02,섬유·의류,1139.9,25.9,조업,목
2024-05-03,섬유·의류,1075.5,26.6,조업,금
2024-05-04,섬유·의류,326.0,23.7,휴무,토
2024-05-05,섬유·의류,353.7,26.3,휴무,일
2024-05-06,섬유·의류,1154.3,27.2,조업,월
2024-05-07,섬유·의류,1102.7,26.7,조업,화
2024-05-08,섬유·의류,1174.0,24.5,조업,수
2024-05-09,섬유·의류,1141.8,28.7,조업,목
2024-05-10,섬유·의류,1164.2,29.8,조업,금
2024-05-11,섬유·의류,307.3,27.6,휴무,토
2024-05-12,섬유·의류,338.2,30.6,휴무,일
2024-05-13,섬유·의류,1182.5,29.8,조업,월
2024-05-14,섬유·의류,1200.0,28.5,조업,화
2024-05-15,섬유·의류,1106.7,25.3,조업,수
2024-05-16,섬유·의류,1120.2,25.6,조업,목
2024-05-17,섬유·의류,1140.8,29.4,조업,금
2024-05-18,섬유·의류,302.9,25.5,휴무,토
2024-05-19,섬유·의류,333.9,27.3,휴무,일
2024-05-20,섬유·의류,1122.5,28.0,조업,월
2024-05-21,섬유·의류,1104.5,24.8,조업,화
2024-05-22,섬유·의류,1202.6,29.0,조업,수
2024-05-23,섬유·의류,1212.9,30.1,조업,목
2024-05-24,섬유·의류,983.7,27.7,조업,금
2024-05-25,섬유·의류,333.3,26.0,휴무,토
2024-05-26,섬유·의류,337.1,27.3,휴무,일
2024-05-27,섬유·의류,1153.3,25.9,조업,월
2024-05-28,섬유·의류,1111.1,29.6,조업,화
2024-05-29,섬유·의류,1194.8,24.0,조업,수
2024-05-30,섬유·의류,1179.9,27.4,조업,목
2024-05-31,섬유·의류,1109.0,25.7,조업,금
2024-06-01,섬유·의류,330.5,31.7,휴무,토
2024-06-02,섬유·의류,317.5,32.9,휴무,일
2024-06-03,섬유·의류,1055.7,35.5,조업,월
2024-06-04,섬유·의류,1068.2,33.6,조업,화
2024-06-05,섬유·의류,1062.4,31.2,조업,수
2024-06-06,섬유·의류,1063.7,36.9,조업,목
2024-06-07,섬유·의류,1088.4,34.3,조업,금
2024-06-08,섬유·의류,334.8,33.8,휴무,토
2024-06-09,섬유·의류,325.3,32.8,휴무,일
2024-06-10,섬유·의류,1064.1,35.6,조업,월
2024-06-11,섬유·의류,1081.0,32.6,조업,화
2024-06-12,섬유·의류,1147.5,35.5,조업,수
2024-06-13,섬유·의류,1112.7,31.7,조업,목
2024-06-14,섬유·의류,1142.7,32.7,조업,금
2024-06-15,섬유·의류,338.8,30.8,휴무,토
2024-06-16,섬유·의류,341.6,32.3,휴무,일
2024-06-17,섬유·의류,1023.2,34.7,조업,월
2024-06-18,섬유·의류,1065.1,32.8,조업,화
2024-06-19,섬유·의류,1132.3,37.0,조업,수
2024-06-20,섬유·의류,1089.1,33.6,조업,목
2024-06-21,섬유·의류,1104.6,30.0,조업,금
2024-06-22,섬유·의류,336.8,32.4,휴무,토
2024-06-23,섬유·의류,346.6,32.6,휴무,일
2024-06-24,섬유·의류,1034.7,29.9,조업,월
2024-06-25,섬유·의류,1181.7,30.6,조업,화
2024-06-26,섬유·의류,1091.3,35.0,조업,수
2024-06-27,섬유·의류,1051.8,34.8,조업,목
2024-06-28,섬유·의류,1054.7,29.7,조업,금
2024-06-29,섬유·의류,334.6,32.0,휴무,토
2024-06-30,섬유·의류,314.9,34.2,휴무,일
2024-07-01,섬유·의류,1069.5,34.5,조업,월
2024-07-02,섬유·의류,1034.0,36.3,조업,화
2024-07-03,섬유·의류,969.7,36.9,조업,수
2024-07-04,섬유·의류,1011.1,32.1,조업,목
2024-07-05,섬유·의류,1040.7,34.0,조업,금
2024-07-06,섬유·의류,314.0,35.9,휴무,토
2024-07-07,섬유·의류,291.1,33.8,휴무,일
2024-07-08,섬유·의류,993.1,35.9,조업,월
2024-07-09,섬유·의류,1084.0,35.2,조업,화
2024-07-10,섬유·의류,997.8,33.8,조업,수
2024-07-11,섬유·의류,1026.9,35.5,조업,목
2024-07-12,섬유·의류,1048.5,37.9,조업,금
2024-07-13,섬유·의류,312.9,33.9,휴무,토
2024-07-14,섬유·의류,315.4,37.5,휴무,일
2024-07-15,섬유·의류,1021.4,34.7,조업,월
2024-07-16,섬유·의류,952.7,34.3,조업,화
2024-07-17,섬유·의류,966.4,35.3,조업,수
2024-07-18,섬유·의류,962.9,31.6,조업,목
2024-07-19,섬유·의류,969.3,31.6,조업,금
2024-07-20,섬유·의류,280.7,36.4,휴무,토
2024-07-21,섬유·의류,320.0,36.1,휴무,일
2024-07-22,섬유·의류,1078.3,36.1,조업,월
2024-07-23,섬유·의류,1056.3,34.9,조업,화
2024-07-24,섬유·의류,1041.4,34.2,조업,수
2024-07-25,섬유·의류,1018.7,34.5,조업,목
2024-07-26,섬유·의류,975.9,37.6,조업,금
2024-07-27,섬유·의류,281.6,36.2,휴무,토
2024-07-28,섬유·의류,302.0,34.5,휴무,일
2024-07-29,섬유·의류,959.7,35.0,조업,월
2024-07-30,섬유·의류,1008.8,36.3,조업,화
2024-07-31,섬유·의류,1060.7,35.0,조업,수
2024-08-01,섬유·의류,1005.0,30.4,조업,목
2024-08-02,섬유·의류,1041.4,34.5,조업,금
2024-08-03,섬유·의류,325.2,34.4,휴무,토
2024-08-04,섬유·의류,307.1,35.5,휴무,일
2024-08-05,섬유·의류,1052.3,32.7,조업,월
2024-08-06,섬유·의류,1037.8,28.4,조업,화
2024-08-07,섬유·의류,1082.2,31.2,조업,수
2024-08-08,섬유·의류,1159.3,33.1,조업,목
2024-08-09,섬유·의류,1027.6,33.8,조업,금
2024-08-10,섬유·의류,322.7,33.9,휴무,토
2024-08-11,섬유·의류,333.9,34.6,휴무,일
2024-08-12,섬유·의류,1088.6,30.1,조업,월
2024-08-13,섬유·의류,1087.9,37.1,조업,화
2024-08-14,섬유·의류,1119.7,33.4,조업,수
2024-08-15,섬유·의류,1053.9,35.0,조업,목
2024-08-16,섬유·의류,1067.6,34.9,조업,금
2024-08-17,섬유·의류,327.1,35.0,휴무,토
2024-08-18,섬유·의류,351.0,30.3,휴무,일
2024-08-19,섬유·의류,1040.8,30.6,조업,월
2024-08-20,섬유·의류,1106.2,32.2,조업,화
2024-08-21,섬유·의류,1062.7,28.0,조업,수
2024-08-22,섬유·의류,1125.2,30.9,조업,목
2024-08-23,섬유·의류,1050.3,35.0,조업,금
2024-08-24,섬유·의류,329.9,32.0,휴무,토
2024-08-25,섬유·의류,333.9,30.7,휴무,일
2024-08-26,섬유·의류,1074.9,31.9,조업,월
2024-08-27,섬유·의류,1135.6,32.5,조업,화
2024-08-28,섬유·의류,1057.7,32.2,조업,수
2024-08-29,섬유·의류,1076.5,34.6,조업,목
2024-08-30,섬유·의류,1131.5,34.2,조업,금
2024-08-31,섬유·의류,321.7,32.3,휴무,토
2024-09-01,섬유·의류,349.4,25.9,휴무,일
2024-09-02,섬유·의류,1218.6,26.8,조업,월
2024-09-03,섬유·의류,1195.0,27.1,조업,화
2024-09-04,섬유·의류,1220.3,27.3,조업,수
2024-09-05,섬유·의류,1198.3,27.6,조업,목
2024-09-06,섬유·의류,1147.3,24.0,조업,금
2024-09-07,섬유·의류,361.2,29.8,휴무,토
2024-09-08,섬유·의류,361.6,27.5,휴무,일
2024-09-09,섬유·의류,1202.9,28.2,조업,월
2024-09-10,섬유·의류,1209.4,26.2,조업,화
2024-09-11,섬유·의류,1197.8,31.9,조업,수
2024-09-12,섬유·의류,1235.4,26.9,조업,목
2024-09-13,섬유·의류,1224.3,26.1,조업,금
2024-09-14,섬유·의류,332.4,27.9,휴무,토
2024-09-15,섬유·의류,359.9,25.5,휴무,일
2024-09-16,섬유·의류,1202.1,25.5,조업,월
2024-09-17,섬유·의류,1199.6,28.4,조업,화
2024-09-18,섬유·의류,1187.0,23.6,조업,수
2024-09-19,섬유·의류,1139.6,24.7,조업,목
2024-09-20,섬유·의류,1242.4,25.1,조업,금
2024-09-21,섬유·의류,377.0,29.7,휴무,토
2024-09-22,섬유·의류,357.2,26.9,휴무,일
2024-09-23,섬유·의류,1123.1,27.9,조업,월
2024-09-24,섬유·의류,1141.6,28.4,조업,화
2024-09-25,섬유·의류,1249.9,27.7,조업,수
2024-09-26,섬유·의류,1249.8,24.7,조업,목
2024-09-27,섬유·의류,1182.2,28.2,조업,금
2024-09-28,섬유·의류,341.5,24.7,휴무,토
2024-09-29,섬유·의류,360.9,27.4,휴무,일
2024-09-30,섬유·의류,1126.8,26.9,조업,월
2024-10-01,섬유·의류,1325.1,19.0,조업,화
2024-10-02,섬유·의류,1284.4,20.5,조업,수
2024-10-03,섬유·의류,1341.4,21.1,조업,목
2024-10-04,섬유·의류,1286.6,18.2,조업,금
2024-10-05,섬유·의류,413.7,21.6,휴무,토
2024-10-06,섬유·의류,371.3,18.3,휴무,일
2024-10-07,섬유·의류,1370.2,23.1,조업,월
2024-10-08,섬유·의류,1304.5,17.5,조업,화
2024-10-09,섬유·의류,1257.6,20.4,조업,수
2024-10-10,섬유·의류,1293.5,21.3,조업,목
2024-10-11,섬유·의류,1358.7,17.8,조업,금
2024-10-12,섬유·의류,396.7,19.4,휴무,토
2024-10-13,섬유·의류,385.9,21.4,휴무,일
2024-10-14,섬유·의류,1324.1,21.5,조업,월
2024-10-15,섬유·의류,1310.7,18.6,조업,화
2024-10-16,섬유·의류,1321.2,21.1,조업,수
2024-10-17,섬유·의류,1437.5,23.0,조업,목
2024-10-18,섬유·의류,1239.4,20.8,조업,금
2024-10-19,섬유·의류,394.2,22.6,휴무,토
2024-10-20,섬유·의류,431.5,22.7,휴무,일
2024-10-21,섬유·의류,1330.1,18.1,조업,월
2024-10-22,섬유·의류,1237.4,18.0,조업,화
2024-10-23,섬유·의류,1342.6,17.3,조업,수
2024-10-24,섬유·의류,1286.6,20.1,조업,목
2024-10-25,섬유·의류,1349.3,21.9,조업,금
2024-10-26,섬유·의류,398.8,18.1,휴무,토
2024-10-27,섬유·의류,395.9,18.2,휴무,일
2024-10-28,섬유·의류,1282.6,19.4,조업,월
2024-10-29,섬유·의류,1325.1,18.2,조업,화
2024-10-30,섬유·의류,1280.2,21.7,조업,수
2024-10-31,섬유·의류,1227.9,22.9,조업,목
2024-11-01,섬유·의류,1438.7,11.9,조업,금
2024-11-02,섬유·의류,430.8,14.8,휴무,토
2024-11-03,섬유·의류,403.2,10.5,휴무,일
2024-11-04,섬유·의류,1430.3,12.5,조업,월
2024-11-05,섬유·의류,1434.0,12.7,조업,화
2024-11-06,섬유·의류,1497.7,13.5,조업,수
2024-11-07,섬유·의류,1437.7,10.6,조업,목
2024-11-08,섬유·의류,1451.9,14.7,조업,금
2024-11-09,섬유·의류,434.0,15.4,휴무,토
2024-11-10,섬유·의류,425.5,8.7,휴무,일
2024-11-11,섬유·의류,1407.5,11.1,조업,월
2024-11-12,섬유·의류,1445.9,15.3,조업,화
2024-11-13,섬유·의류,1484.8,12.0,조업,수
2024-11-14,섬유·의류,1381.3,12.9,조업,목
2024-11-15,섬유·의류,1555.4,13.9,조업,금
2024-11-16,섬유·의류,430.5,13.9,휴무,토
2024-11-17,섬유·의류,408.9,12.2,휴무,일
2024-11-18,섬유·의류,1436.3,13.2,조업,월
2024-11-19,섬유·의류,1379.9,14.0,조업,화
2024-11-20,섬유·의류,1348.3,11.4,조업,수
2024-11-21,섬유·의류,1520.4,16.6,조업,목
2024-11-22,섬유·의류,1422.6,14.0,조업,금
2024-11-23,섬유·의류,398.3,9.8,휴무,토
2024-11-24,섬유·의류,429.8,10.9,휴무,일
2024-11-25,섬유·의류,1426.6,13.5,조업,월
2024-11-26,섬유·의류,1459.5,16.5,조업,화
2024-11-27,섬유·의류,1455.9,12.1,조업,수
2024-11-28,섬유·의류,1338.0,9.1,조업,목
2024-11-29,섬유·의류,1390.3,12.8,조업,금
2024-11-30,섬유·의류,436.0,6.7,휴무,토
2024-12-01,섬유·의류,491.9,4.6,휴무,일
2024-12-02,섬유·의류,1642.4,8.7,조업,월
2024-12-03,섬유·의류,1616.7,8.8,조업,화
2024-12-04,섬유·의류,1589.9,6.8,조업,수
2024-12-05,섬유·의류,1515.5,4.2,조업,목
2024-12-06,섬유·의류,1641.8,5.6,조업,금
2024-12-07,섬유·의류,463.0,6.7,휴무,토
2024-12-08,섬유·의류,481.6,10.0,휴무,일
2024-12-09,섬유·의류,1708.1,5.3,조업,월
2024-12-10,섬유·의류,1696.9,7.2,조업,화
2024-12-11,섬유·의류,1554.0,5.8,조업,수
2024-12-12,섬유·의류,1465.8,6.9,조업,목
2024-12-13,섬유·의류,1644.9,9.2,조업,금
2024-12-14,섬유·의류,507.5,3.2,휴무,토
2024-12-15,섬유·의류,444.5,7.1,휴무,일
2024-12-16,섬유·의류,1570.5,5.7,조업,월
2024-12-17,섬유·의류,1588.1,12.2,조업,화
2024-12-18,섬유·의류,1611.0,11.6,조업,수
2024-12-19,섬유·의류,1569.9,7.6,조업,목
2024-12-20,섬유·의류,1539.4,11.3,조업,금
2024-12-21,섬유·의류,515.3,5.2,휴무,토
2024-12-22,섬유·의류,473.4,6.2,휴무,일
2024-12-23,섬유·의류,1565.1,5.5,조업,월
2024-12-24,섬유·의류,1578.8,4.1,조업,화
2024-12-25,섬유·의류,1591.4,2.1,조업,수
2024-12-26,섬유·의류,1599.5,6.6,조업,목
2024-12-27,섬유·의류,1534.7,9.2,조업,금
2024-12-28,섬유·의류,483.5,9.1,휴무,토
2024-12-29,섬유·의류,519.7,8.6,휴무,일
2024-12-30,섬유·의류,1682.4,9.5,조업,월
2024-12-31,섬유·의류,1680.5,5.6,조업,화
2023-01-01,기타 산업,327.6,4.3,휴무,일
2023-01-02,기타 산업,1024.0,4.5,조업,월
2023-01-03,기타 산업,1063.7,5.5,조업,화
2023-01-04,기타 산업,1099.3,5.9,조업,수
2023-01-05,기타 산업,1030.4,4.5,조업,목
2023-01-06,기타 산업,1028.6,6.5,조업,금
2023-01-07,기타 산업,313.3,4.6,휴무,토
2023-01-08,기타 산업,300.4,8.0,휴무,일
2023-01-09,기타 산업,1109.5,1.5,조업,월
2023-01-10,기타 산업,1089.3,4.2,조업,화
2023-01-11,기타 산업,1076.5,5.0,조업,수
2023-01-12,기타 산업,1100.8,3.3,조업,목
2023-01-13,기타 산업,1041.9,6.6,조업,금
2023-01-14,기타 산업,330.2,1.3,휴무,토
2023-01-15,기타 산업,339.0,6.0,휴무,일
2023-01-16,기타 산업,1067.7,4.7,조업,월
2023-01-17,기타 산업,1025.9,6.3,조업,화
2023-01-18,기타 산업,1012.2,3.2,조업,수
2023-01-19,기타 산업,1040.4,5.1,조업,목
2023-01-20,기타 산업,1055.3,4.5,조업,금
2023-01-21,기타 산업,319.0,8.0,휴무,토
2023-01-22,기타 산업,309.6,6.5,휴무,일
2023-01-23,기타 산업,993.2,5.9,조업,월
2023-01-24,기타 산업,1024.7,2.1,조업,화
2023-01-25,기타 산업,1063.9,4.0,조업,수
2023-01-26,기타 산업,1012.1,-1.5,조업,목
2023-01-27,기타 산업,1025.6,1.9,조업,금
2023-01-28,기타 산업,333.4,4.4,휴무,토
2023-01-29,기타 산업,315.4,5.5,휴무,일
2023-01-30,기타 산업,1087.6,3.3,조업,월
2023-01-31,기타 산업,1043.5,5.3,조업,화
2023-02-01,기타 산업,1025.0,11.6,조업,수
2023-02-02,기타 산업,951.0,9.3,조업,목
2023-02-03,기타 산업,994.3,8.6,조업,금
2023-02-04,기타 산업,294.1,4.4,휴무,토
2023-02-05,기타 산업,311.1,7.7,휴무,일
2023-02-06,기타 산업,926.4,8.4,조업,월
2023-02-07,기타 산업,1012.1,5.4,조업,화
2023-02-08,기타 산업,963.2,7.9,조업,수
2023-02-09,기타 산업,998.7,7.7,조업,목
2023-02-10,기타 산업,1014.2,7.5,조업,금
2023-02-11,기타 산업,283.7,8.7,휴무,토
2023-02-12,기타 산업,303.3,6.1,휴무,일
2023-02-13,기타 산업,1050.0,8.0,조업,월
2023-02-14,기타 산업,947.5,4.3,조업,화
2023-02-15,기타 산업,999.0,9.4,조업,수
2023-02-16,기타 산업,946.3,7.6,조업,목
2023-02-17,기타 산업,974.6,8.5,조업,금
2023-02-18,기타 산업,294.0,5.3,휴무,토
2023-02-19,기타 산업,263.9,5.7,휴무,일
2023-02-20,기타 산업,997.5,9.0,조업,월
2023-02-21,기타 산업,915.6,6.9,조업,화
2023-02-22,기타 산업,978.1,9.7,조업,수
2023-02-23,기타 산업,1038.6,8.8,조업,목
2023-02-24,기타 산업,1002.1,4.9,조업,금
2023-02-25,기타 산업,305.7,10.2,휴무,토
2023-02-26,기타 산업,291.1,8.2,휴무,일
2023-02-27,기타 산업,861.4,7.5,조업,월
2023-02-28,기타 산업,964.9,4.1,조업,화
2023-03-01,기타 산업,826.3,16.2,조업,수
2023-03-02,기타 산업,835.9,14.8,조업,목
2023-03-03,기타 산업,814.5,13.8,조업,금
2023-03-04,기타 산업,237.7,13.3,휴무,토
2023-03-05,기타 산업,252.1,12.8,휴무,일
2023-03-06,기타 산업,847.0,11.7,조업,월
2023-03-07,기타 산업,858.7,12.4,조업,화
2023-03-08,기타 산업,861.9,12.3,조업,수
2023-03-09,기타 산업,779.2,11.7,조업,목
2023-03-10,기타 산업,888.8,16.5,조업,금
2023-03-11,기타 산업,266.1,11.3,휴무,토
2023-03-12,기타 산업,245.9,11.9,휴무,일
2023-03-13,기타 산업,849.6,12.3,조업,월
2023-03-14,기타 산업,818.2,10.7,조업,화
2023-03-15,기타 산업,789.5,13.4,조업,수
2023-03-16,기타 산업,835.6,14.8,조업,목
2023-03-17,기타 산업,828.1,9.6,조업,금
2023-03-18,기타 산업,258.6,11.9,휴무,토
2023-03-19,기타 산업,240.6,12.4,휴무,일
2023-03-20,기타 산업,821.2,9.9,조업,월
2023-03-21,기타 산업,863.5,11.5,조업,화
2023-03-22,기타 산업,849.0,11.9,조업,수
2023-03-23,기타 산업,796.7,9.9,조업,목
2023-03-24,기타 산업,831.9,13.8,조업,금
2023-03-25,기타 산업,239.9,11.5,휴무,토
2023-03-26,기타 산업,261.4,13.5,휴무,일
2023-03-27,기타 산업,828.2,12.8,조업,월
2023-03-28,기타 산업,820.2,13.1,조업,화
2023-03-29,기타 산업,857.7,13.1,조업,수
2023-03-30,기타 산업,820.1,10.8,조업,목
2023-03-31,기타 산업,788.4,11.8,조업,금
2023-04-01,기타 산업,229.4,20.0,휴무,토
2023-04-02,기타 산업,245.9,21.5,휴무,일
2023-04-03,기타 산업,700.6,18.8,조업,월
2023-04-04,기타 산업,757.0,19.3,조업,화
2023-04-05,기타 산업,735.9,20.4,조업,수
2023-04-06,기타 산업,742.4,18.5,조업,목
2023-04-07,기타 산업,726.8,25.0,조업,금
2023-04-08,기타 산업,215.1,19.6,휴무,토
2023-04-09,기타 산업,231.1,19.5,휴무,일
2023-04-10,기타 산업,731.1,23.7,조업,월
2023-04-11,기타 산업,741.6,18.5,조업,화
2023-04-12,기타 산업,769.3,21.6,조업,수
2023-04-13,기타 산업,768.1,19.3,조업,목
2023-04-14,기타 산업,747.3,22.4,조업,금
2023-04-15,기타 산업,226.8,19.8,휴무,토
2023-04-16,기타 산업,203.4,22.8,휴무,일
2023-04-17,기타 산업,718.7,20.7,조업,월
2023-04-18,기타 산업,738.9,19.7,조업,화
2023-04-19,기타 산업,754.1,18.2,조업,수
2023-04-20,기타 산업,732.7,20.8,조업,목
2023-04-21,기타 산업,648.5,19.2,조업,금
2023-04-22,기타 산업,225.3,21.4,휴무,토
2023-04-23,기타 산업,217.3,20.8,휴무,일
2023-04-24,기타 산업,774.2,23.4,조업,월
2023-04-25,기타 산업,744.4,19.1,조업,화
2023-04-26,기타 산업,724.5,18.5,조업,수
2023-04-27,기타 산업,751.3,21.8,조업,목
2023-04-28,기타 산업,730.4,19.4,조업,금
2023-04-29,기타 산업,237.2,18.7,휴무,토
2023-04-30,기타 산업,237.3,18.9,휴무,일
2023-05-01,기타 산업,700.7,31.6,조업,월
2023-05-02,기타 산업,779.5,28.0,조업,화
2023-05-03,기타 산업,718.5,25.4,조업,수
2023-05-04,기타 산업,684.3,25.5,조업,목
2023-05-05,기타 산업,659.3,26.3,조업,금
2023-05-06,기타 산업,195.4,29.5,휴무,토
2023-05-07,기타 산업,223.0,27.2,휴무,일
2023-05-08,기타 산업,666.8,26.1,조업,월
2023-05-09,기타 산업,698.1,24.3,조업,화
2023-05-10,기타 산업,690.3,28.0,조업,수
2023-05-11,기타 산업,728.4,27.0,조업,목
2023-05-12,기타 산업,686.0,24.5,조업,금
2023-05-13,기타 산업,208.8,27.9,휴무,토
2023-05-14,기타 산업,216.9,27.6,휴무,일
2023-05-15,기타 산업,704.3,31.3,조업,월
2023-05-16,기타 산업,740.6,28.3,조업,화
2023-05-17,기타 산업,729.6,27.8,조업,수
